track_id,album_art_url
0TYhf0MgEj4YJaKwo5c4Km,https://i.scdn.co/image/ab67616d0000b2736a893357675da12a81b4aa1e
7pNC5ZIKtwUK0ReSpM3P9f,https://i.scdn.co/image/ab67616d0000b273ecdc9b06e4b96c6ed4c83699
16QN8cBubEq706vNtPpOME,https://i.scdn.co/image/ab67616d0000b2731b808f1c7fff4f3e81f79523
4STaHtfguDMkWbPEo6Fwcx,https://i.scdn.co/image/ab67616d0000b27346b39ced8f129323f46ebb14
0CYLDwvvpJQySLA5CvqvSl,https://i.scdn.co/image/ab67616d0000b2731fe35db671c036845b56bfb2
0ifooM33X1iBxVYyOkSbXW,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
2ndnVdR8si7CW9T8vJRHyW,https://i.scdn.co/image/ab67616d0000b273e0c595c1a9a2f98535072fdd
7nD9nN3jord9wWcfW3Gkcm,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8
30cSNer6TV8x2utjULVeQ5,https://i.scdn.co/image/ab67616d0000b273d744a51e193d52170070062b
6BaxqcoEM9r3LXisTyJjST,https://i.scdn.co/image/ab67616d0000b273eb3092620e6816700d502bb8
6u5M4jPpYkoRV4vVHDQvkd,https://i.scdn.co/image/ab67616d0000b2738753762179ccf80be06b1197
6vzR3sLeGKyEILZq5Top3r,https://i.scdn.co/image/ab67616d0000b27391dc8442223c957094fdca6a
5PkZ0mhNgfuz7SqiuruKlh,https://i.scdn.co/image/ab67616d0000b273cf9f228f653cd92822fedfb1
64Jyg9AzWl3AHdnkKPmY4T,https://i.scdn.co/image/ab67616d0000b2734226ae946b224f90cea20322
174rZBKJAqD10VBnOjlQQ3,https://i.scdn.co/image/ab67616d0000b2735744f67dd17f6f20ee85e2ab
5mNV8Mz59bzyuQ53gTw0c0,https://i.scdn.co/image/ab67616d0000b2735fac2aabbb52ff9fc4c1faa1
2tljQIUKje5ni1pA147Ot0,https://i.scdn.co/image/ab67616d0000b273c8931f2372aeab4ab60c210b
5toSnLJgSEwlnNzq61t63x,https://i.scdn.co/image/ab67616d0000b273ace76ff38a004c8a49b5f1bf
3wAI7MIQtTgwcRmwchPZBc,https://i.scdn.co/image/ab67616d0000b273a921ed2b886e7d154e88d37b
05xA64s3UzOOmAnh9SIIjn,https://i.scdn.co/image/ab67616d0000b2736cde65ace314e9f76a577917
5QlIZ0bT71AyrrfNApOQIw,https://i.scdn.co/image/ab67616d0000b2738f8f72e7aa6137e973595ba1
1PVza5KmhSJhz12OewWciE,https://i.scdn.co/image/ab67616d0000b273c239644d7d88466ea0fd936b
4jyU03J2YOhRxgOHit2auK,https://i.scdn.co/image/ab67616d0000b27368582163ae89019231e872d2
59IUUAdjVbmq80Nkc3Q9Dx,https://i.scdn.co/image/ab67616d0000b273eb5739f56d29ead4d13c3bda
